Cluster#,GeneID,CORUM complex,Product Description,#TM Domains,Ortholog Group,Computed GO Components,Computed GO Functions,Computed GO Processes,Symbol,Phenotype Bushell 2017,Phenotype Zhang 2018
13,PF3D7_1130100,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",60S ribosomal protein L38,0,OG5_127448,ribosome,structural constituent of ribosome,translation,RPL38,,Non - Mutable in CDS
13,PF3D7_1142500,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",60S ribosomal protein L28,0,OG5_127995,null,structural constituent of ribosome,translation,RPL28,,Non - Mutable in CDS
13,PF3D7_1142600,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L35ae, putative",0,OG5_127072,ribosome,structural constituent of ribosome,translation,PF11_0438,Essential,Non - Mutable in CDS
13,PF3D7_1242700,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","40S ribosomal protein S17, putative",0,OG5_126867,ribosome,structural constituent of ribosome,translation,2277.T00411,,Non - Mutable in CDS
13,PF3D7_1302800,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","40S ribosomal protein S7, putative",0,OG5_127368,ribosome,structural constituent of ribosome,translation,PF13_0014,Essential,Non - Mutable in CDS
13,PF3D7_1309100,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L24, putative",0,OG5_127273,null,null,null,PF13_0049,,Non - Mutable in CDS
13,PF3D7_1317800,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",40S ribosomal protein S19,0,OG5_126687,small ribosomal subunit,"RNA binding, structural constituent of ribosome",translation,RPS19,,Non - Mutable in CDS
13,PF3D7_1323100,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L6, putative",0,OG5_126993,ribosome,"rRNA binding, structural constituent of ribosome",translation,PF13_0129,Essential,Non - Mutable in CDS
13,PF3D7_1323400,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",60S ribosomal protein L23,0,OG5_126659,ribosome,structural constituent of ribosome,translation,RPL23,,Non - Mutable in CDS
13,PF3D7_0422400,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",40S ribosomal protein S19,0,OG5_127080,ribosome,structural constituent of ribosome,translation,RPS19,,Non - Mutable in CDS
13,PF3D7_1331800,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L23, putative",0,OG5_126678,ribosome,structural constituent of ribosome,translation,PF13_0171,Essential,Non - Mutable in CDS
13,PF3D7_1338200,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L6-2, putative",0,OG5_127206,ribosome,structural constituent of ribosome,translation,PF13_0213,Essential,Non - Mutable in CDS
13,PF3D7_0516200,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",40S ribosomal protein S11,0,OG5_126681,ribosome,structural constituent of ribosome,translation,RPS11,Essential,Non - Mutable in CDS
13,PF3D7_1341300,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L18-2, putative",0,OG5_127236,null,null,null,MAL13P1.209,,Non - Mutable in CDS
13,PF3D7_1342000,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",40S ribosomal protein S6,0,OG5_126964,ribosome,structural constituent of ribosome,translation,PF13_0228,Essential,Non - Mutable in CDS
13,PF3D7_0519700,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","conserved Plasmodium protein, unknown function",0,OG5_157217,null,null,null,MAL5P1.198,,Non - Mutable in CDS
13,PF3D7_0520000,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","40S ribosomal protein S9, putative",0,OG5_126983,small ribosomal subunit,"rRNA binding, structural constituent of ribosome",translation,RPS9,,Non - Mutable in CDS
13,PF3D7_1368200,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","ABC transporter E family member 1, putative",0,OG5_127149,null,"ATP binding, ATPase activity, iron-sulfur cluster binding",null,ABCE1,Essential,Non - Mutable in CDS
13,PF3D7_1407100,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","rRNA 2'-O-methyltransferase fibrillarin, putative",0,OG5_127191,null,"RNA binding, methyltransferase activity","rRNA processing, tRNA processing",NOP1,Essential,Non - Mutable in CDS
13,PF3D7_0618300,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L27a, putative",0,OG5_127016,null,null,null,2270.T00071,,Non - Mutable in CDS
13,PF3D7_1414300,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L10, putative",0,OG5_126951,ribosome,structural constituent of ribosome,translation,PF14_0141,,Non - Mutable in CDS
13,PF3D7_1421200,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",40S ribosomal protein S25,0,OG5_126998,null,null,null,RPS25,,Non - Mutable in CDS
13,PF3D7_1424100,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L5, putative",0,OG5_127090,"mitochondrion, ribosome","5S rRNA binding, structural constituent of ribosome",translation,PF14_0230,,Non - Mutable in CDS
13,PF3D7_1424400,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L7-3, putative",0,OG5_126938,null,null,null,PF14_0231,,Non - Mutable in CDS
13,PF3D7_1426000,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",60S ribosomal protein L21,0,OG5_126766,ribosome,structural constituent of ribosome,translation,RPL21,,Non - Mutable in CDS
13,PF3D7_1431700,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L14, putative",0,OG5_127132,ribosome,structural constituent of ribosome,translation,PF14_0296,Essential,Non - Mutable in CDS
13,PF3D7_1445900,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","ATP-dependent RNA helicase DDX5, putative",0,OG5_126772,null,"ATP binding, nucleic acid binding",null,DDX5,Slow,Non - Mutable in CDS
13,PF3D7_0817700,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",rhoptry neck protein 5,0,OG5_153587,null,null,null,RON5,Essential,Non - Mutable in CDS
13,PF3D7_1452000,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",rhoptry neck protein 2,1,OG5_142870,membrane,null,null,RON2,,Non - Mutable in CDS
13,PF3D7_1459400,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","conserved Plasmodium protein, unknown function",1,OG5_149154,"MHC class I protein complex, extracellular region",null,"antigen processing and presentation of peptide antigen via MHC class I, immune response",PF14_0567,,Non - Mutable in CDS
13,PF3D7_1460700,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",60S ribosomal protein L27,0,OG5_127262,ribosome,structural constituent of ribosome,translation,RPL27,,Non - Mutable in CDS
13,PF3D7_1465900,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",40S ribosomal protein S3,0,OG5_126820,small ribosomal subunit,"RNA binding, structural constituent of ribosome",translation,PF14_0627,,Non - Mutable in CDS
13,PF3D7_0307200,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L7, putative",0,OG5_126953,null,null,null,MAL3P2.29,,Non - Mutable in CDS
13,PF3D7_1027800,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",60S ribosomal protein L3,0,OG5_126874,ribosome,structural constituent of ribosome,translation,RPL3,,Non - Mutable in CDS
13,PF3D7_1351400,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L17, putative",0,OG5_126900,large ribosomal subunit,structural constituent of ribosome,translation,PF13_0268,Essential,Non - Mutable in CDS
13,PF3D7_1358800,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",40S ribosomal protein S15,0,OG5_127089,ribosome,structural constituent of ribosome,translation,RPS15,Essential,Non - Mutable in CDS
13,PF3D7_1325100,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",phosphoribosylpyrophosphate synthetase,0,OG5_126730,null,"magnesium ion binding, ribose phosphate diphosphokinase activity",nucleotide biosynthetic process,PF13_0143,,Non - Mutable in CDS
13,PF3D7_1341200,"40S ribosomal subunit, cytoplasmic; Ribosome, cytoplasmic; 60S ribosomal subunit, cytoplasmic; 40S ribosomal subunit, cytoplasmic; Parvulin-associated pre-rRNP complex; Nop56p-associated pre-rRNA complex; TNF-alpha/NF-kappa B signaling complex 6; RBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","60S ribosomal protein L18, putative",0,OG5_127130,ribosome,structural constituent of ribosome,translation,PF13_0224,Essential,Non - Mutable in CDS
