"Gene ID","source_id","Product Description","Previous ID(s)"
"PBANKA_0203500","PBANKA_0203500.1","selenocysteine-specific elongation factor, putative","Previous IDs: PB000849.02.0;PB300540.00.0;PBANKA_020350"
"PBANKA_0203600","PBANKA_0203600.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000851.02.0;PB300541.00.0;PBANKA_020360"
"PBANKA_0203650","PBANKA_0203650.1","conserved protein, unknown function","Previous IDs: PB000374.00.0;PB000854.02.0;PB405950.00.0;PBANKA_020365;PBANKA_020370"
"PBANKA_0203750","PBANKA_0203750.1","phosphatidate cytidylyltransferase, putative","Previous IDs: PB000374.00.0;PB000854.02.0;PB405950.00.0;PBANKA_020370;PBANKA_020375"
"PBANKA_0203800","PBANKA_0203800.1","phenylalanine--tRNA ligase alpha subunit, putative","Previous IDs: PB000373.00.0;PBANKA_020380"
"PBANKA_0203900","PBANKA_0203900.1","rRNA biogenesis protein RRP36, putative","Previous IDs: PB000375.00.0;PBANKA_020390"
"PBANKA_0204000","PBANKA_0204000.1","cold-shock protein, putative","Previous IDs: PB000932.00.0;PBANKA_020400"
"PBANKA_0204100","PBANKA_0204100.1","N-acetyltransferase, GNAT family, putative","Previous IDs: PB000427.03.0;PBANKA_020410"
"PBANKA_0204200","PBANKA_0204200.1","tubulin-specific chaperone a, putative","Previous IDs: PB000449.02.0;PBANKA_020420"
"PBANKA_0204300","PBANKA_0204300.1","fatty acid elongation protein, GNS1/SUR4 family, putative, pseudogene","Previous IDs: PB000448.02.0;PBANKA_020430"
"PBANKA_0204400","PBANKA_0204400.1","cleavage and polyadenylation specificity factor subunit 5, putative","Previous IDs: PB001173.01.0;PBANKA_020440"
"PBANKA_0204500","PBANKA_0204500.1","LCCL domain-containing protein, putative","Previous IDs: PB000635.02.0;PB001172.01.0;PB301524.00.0;PBANKA_020450"
"PBANKA_0204600","PBANKA_0204600.1","photosensitized INA-labeled protein PHIL1","Previous IDs: PB000636.02.0;PBANKA_020460"
"PBANKA_0204700","PBANKA_0204700.1","mitochondrial carrier protein, putative","Previous IDs: PB000637.02.0;PB105430.00.0;PBANKA_020470"
"PBANKA_0204800","PBANKA_0204800.1","secreted ookinete protein, putative","Previous IDs: PB000915.00.0;PB105885.00.0;PBANKA_020480"
"PBANKA_0204900","PBANKA_0204900.1","conserved protein, unknown function","Previous IDs: PBANKA_020490"
"PBANKA_0205000","PBANKA_0205000.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000536.02.0;PBANKA_020500"
"PBANKA_0205100","PBANKA_0205100.1","mitochondrial carrier protein, putative","Previous IDs: PB105276.00.0;PBANKA_020510"
"PBANKA_0205200","PBANKA_0205200.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000073.01.0;PB000310.00.0;PB000804.00.0;PBANKA_020520"
"PBANKA_0205300","PBANKA_0205300.1","conserved protein, unknown function","Previous IDs: PB300182.00.0;PB300297.00.0;PBANKA_020530"
"PBANKA_0205400","PBANKA_0205400.1","proteasome subunit beta type-3, putative","Previous IDs: PB000374.02.0;PB300168.00.0;PBANKA_020540"
"PBANKA_0205500","PBANKA_0205500.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000376.02.0;PB300147.00.0;PB401312.00.0;PBANKA_020550"
"PBANKA_0205600","PBANKA_0205600.1","double-strand break repair protein MRE11, putative","Previous IDs: PB000375.02.0;PB106341.00.0;PB300146.00.0;PB401303.00.0;PBANKA_020560"
"PBANKA_0205700","PBANKA_0205700.1","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative","Previous IDs: PB001254.02.0;PBANKA_020570"
"PBANKA_0205800","PBANKA_0205800.1","eukaryotic translation initiation factor 2-alpha kinase 2","Previous IDs: PB001255.02.0;PB102277.00.0;PB105212.00.0;PB108190.00.0;PBANKA_020580"
"PBANKA_0205900","PBANKA_0205900.1","Niemann-Pick type C1-related protein, putative","Previous IDs: PB000070.02.0;PB001237.02.0;PBANKA_020590"
"PBANKA_0206000","PBANKA_0206000.1","ATP synthase-associated protein, putative","Previous IDs: PB000071.02.0;PBANKA_020600"
"PBANKA_0206100","PBANKA_0206100.1","CCR4 domain-containing protein 3, putative","Previous IDs: PB001390.02.0;PBANKA_020610"
"PBANKA_0206200","PBANKA_0206200.1","conserved protein, unknown function","Previous IDs: PB001388.02.0;PBANKA_020620"
"PBANKA_0206300","PBANKA_0206300.1","centrin-1, putative","Previous IDs: PB001391.02.0;PBANKA_020630"
"PBANKA_0206400","PBANKA_0206400.1","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative","Previous IDs: PB000520.01.0;PB001389.02.0;PB300422.00.0;PBANKA_020640"
"PBANKA_0206500","PBANKA_0206500.1","ras-related protein Rab-5C, putative","Previous IDs: PB000519.01.0;PBANKA_020650"
"PBANKA_0206600","PBANKA_0206600.1","asparagine and aspartate rich protein 2, putative","Previous IDs: PB000123.00.0;PB000222.00.0;PBANKA_020660"
"PBANKA_0206700","PBANKA_0206700.1","conserved Plasmodium protein, unknown function","Previous IDs: PB100512.00.0;PBANKA_020670"
"PBANKA_0206800","PBANKA_0206800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000276.00.0;PB000568.03.0;PB301456.00.0;PBANKA_020680"
"PBANKA_0206900","PBANKA_0206900.1","pre-rRNA-processing protein TSR2, putative","Previous IDs: PB101510.00.0;PB401971.00.0;PBANKA_020690"
"PBANKA_0207000","PBANKA_0207000.1","calcium-transporting ATPase, putative","Previous IDs: PB000675.00.0;PBANKA_020700;SERCA"
"PBANKA_0207100","PBANKA_0207100.1","EF hand domain-containing protein, putative","Previous IDs: PB101223.00.0;PB102939.00.0;PBANKA_020710"
"PBANKA_0207200","PBANKA_0207200.1","V-type proton ATPase subunit C, putative","Previous IDs: PB000571.00.0;PBANKA_020720"
"PBANKA_0207300","PBANKA_0207300.1","conserved protein, unknown function","Previous IDs: PB000408.00.0;PBANKA_020730"
"PBANKA_0207400","PBANKA_0207400.1","3'-5' exonuclease, putative","Previous IDs: PB000391.00.0;PBANKA_020740"
"PBANKA_0207500","PBANKA_0207500.1","cyclin-dependent kinases regulatory subunit, putative","Previous IDs: PB000103.03.0;PBANKA_020750"
"PBANKA_0207600","PBANKA_0207600.1","asparagine-rich antigen, putative","Previous IDs: PB000106.03.0;PB401845.00.0;PBANKA_020760"
"PBANKA_0207700","PBANKA_0207700.1","conserved Plasmodium protein, unknown function","Previous IDs: PB001362.02.0;PB300914.00.0;PBANKA_020770"
"PBANKA_0207800","PBANKA_0207800.1","conserved protein, unknown function","Previous IDs: PB001363.02.0;PBANKA_020780"
"PBANKA_0207900","PBANKA_0207900.1","conserved Plasmodium protein, unknown function","Previous IDs: PB001364.02.0;PBANKA_020790"
"PBANKA_0208000","PBANKA_0208000.1","cyclase-associated protein","Previous IDs: PB001039.01.0;PBANKA_020800"
"PBANKA_0208100","PBANKA_0208100.1","heptatricopeptide repeat and RAP domain-containing protein, putative","Previous IDs: PB001037.01.0;PBANKA_020810"
"PBANKA_0208200","PBANKA_0208200.1","conserved Plasmodium protein, unknown function","Previous IDs: PB001040.01.0;PBANKA_020820"
"PBANKA_0208300","PBANKA_0208300.1","novel putative transporter 1","Previous IDs: PB001038.01.0;PB301515.00.0;PBANKA_020830"
"PBANKA_0208400","PBANKA_0208400.1","major facilitator superfamily-related transporter, putative","Previous IDs: PB000285.01.0;PBANKA_020840"
"PBANKA_0208500","PBANKA_0208500.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000284.01.0;PBANKA_020850"
"PBANKA_0208600","PBANKA_0208600.1","conserved protein, unknown function","Previous IDs: PB000174.01.0;PBANKA_020860"
"PBANKA_0208700","PBANKA_0208700.1","4-hydroxy-3-methylbut-2-enyl diphosphate reductase, putative","Previous IDs: IspH;PB000173.01.0;PB300961.00.0;PBANKA_020870"
"PBANKA_0208800","PBANKA_0208800.1","ubiquitin carboxyl-terminal hydrolase 1, putative","Previous IDs: PB000087.00.0;PB000088.00.0;PB300888.00.0;PB300895.00.0;PB301209.00.0;PB400563.00.0;PB403541.00.0;PBANKA_020880"
"PBANKA_0208900","PBANKA_0208900.1","StAR-related lipid transfer protein, putative","Previous IDs: PB300987.00.0;PBANKA_020890"
"PBANKA_0209000","PBANKA_0209000.1","conserved Plasmodium protein, unknown function","Previous IDs: PB301531.00.0;PBANKA_020900"
"PBANKA_0209100","PBANKA_0209100.1","thrombospondin-related sporozoite protein","Previous IDs: PB000881.01.0;PBANKA_020910"
"PBANKA_0209200","PBANKA_0209200.1","parasite-infected erythrocyte surface protein","Previous IDs: PB000701.00.0;PBANKA_020920"
"PBANKA_0209300","PBANKA_0209300.1","actin-related protein","Previous IDs: ARP1;PB000700.00.0;PB300003.00.0;PBANKA_020930"
"PBANKA_0209400","PBANKA_0209400.1","L-seryl-tRNA(Sec) kinase, putative","Previous IDs: PB000210.02.0;PB105800.00.0;PBANKA_020940"
"PBANKA_0209500","PBANKA_0209500.1","ATP-dependent RNA helicase, putative","Previous IDs: PB000871.02.0;PB101403.00.0;PB301374.00.0;PBANKA_020950"
"PBANKA_0209600","PBANKA_0209600.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000903.03.0;PB001119.02.0;PB100548.00.0;PB101404.00.0;PB101405.00.0;PBANKA_020960"
"PBANKA_0209700","PBANKA_0209700.1","zinc-carboxypeptidase, putative","Previous IDs: PB001118.02.0;PB301032.00.0;PB401637.00.0;PBANKA_020970"
"PBANKA_0209800","PBANKA_0209800.1","conserved protein, unknown function","Previous IDs: PB000853.03.0;PBANKA_020980"
"PBANKA_0209900","PBANKA_0209900.1","nucleoside transporter 4, putative","Previous IDs: PB000593.01.0;PBANKA_020990"
"PBANKA_0210000","PBANKA_0210000.1","vacuolar protein sorting-associated protein 51, putative","Previous IDs: PB000594.01.0;PB000860.01.0;PBANKA_021000"
"PBANKA_0210100","PBANKA_0210100.1","vacuolar protein sorting-associated protein VTA1, putative","Previous IDs: PB000855.03.0;PB108364.00.0;PBANKA_021010"
"PBANKA_0210200","PBANKA_0210200.1","aspartate--tRNA ligase, putative","Previous IDs: PB000914.03.0;PBANKA_021020"
"PBANKA_0210300","PBANKA_0210300.1","seipin domain-containing protein, putative","Previous IDs: PB000915.03.0;PB300946.00.0;PBANKA_021030"
"PBANKA_0210400","PBANKA_0210400.1","DNA mismatch repair protein PMS1, putative","Previous IDs: PB000841.02.0;PB301453.00.0;PBANKA_021040"
"PBANKA_0210500","PBANKA_0210500.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000113.00.0;PB000389.02.0;PB000596.01.0;PB000842.02.0;PB104766.00.0;PB300451.00.0;PBANKA_021050"
"PBANKA_0210600","PBANKA_0210600.1","ubiquitin carboxyl-terminal hydrolase, putative","Previous IDs: PB000494.03.0;PB001171.00.0;PB300024.00.0;PB300250.00.0;PBANKA_021060"
"PBANKA_0210700","PBANKA_0210700.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000618.01.0;PBANKA_021070"
"PBANKA_0210800","PBANKA_0210800.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_021080"
"PBANKA_0210900","PBANKA_0210900.1","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative","Previous IDs: PB405977.00.0;PBANKA_021090"
"PBANKA_0211000","PBANKA_0211000.1","mitochondrial import inner membrane translocase subunit TIM50, putative","Previous IDs: PB000120.03.0;PBANKA_021100"
"PBANKA_0211100","PBANKA_0211100.1","vacuolar protein sorting-associated protein 53, putative","Previous IDs: PB000121.03.0;PB000960.03.0;PB101274.00.0;PBANKA_021110"
"PBANKA_0211200","PBANKA_0211200.1","conserved protein, unknown function","Previous IDs: PB000704.00.0;PBANKA_021120"
"PBANKA_0211300","PBANKA_0211300.1","cysteine desulfurase, putative","Previous IDs: PB000702.00.0;PBANKA_021130"
"PBANKA_0211400","PBANKA_0211400.1","DNA (cytosine-5)-methyltransferase, putative","Previous IDs: PB000703.00.0;PB301465.00.0;PBANKA_021140"
"PBANKA_0211500","PBANKA_0211500.1","proteasome subunit alpha type-5, putative","Previous IDs: PB000705.00.0;PBANKA_021150"
"PBANKA_0211600","PBANKA_0211600.1","mTERF domain-containing protein, putative","Previous IDs: PB300563.00.0;PBANKA_021160"
"PBANKA_0211700","PBANKA_0211700.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_021170"
"PBANKA_0211800","PBANKA_0211800.1","conserved Plasmodium protein, unknown function","Previous IDs: PB301371.00.0;PBANKA_021180"
"PBANKA_0211900","PBANKA_0211900.1","cation transporting ATPase, putative","Previous IDs: PB000099.03.0;PB000826.00.0;PBANKA_021190"
"PBANKA_0212000","PBANKA_0212000.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000093.03.0;PB000111.00.0;PB000180.00.0;PB100204.00.0;PBANKA_021200"
"PBANKA_0212100","PBANKA_0212100.1","eukaryotic translation initiation factor 2 subunit alpha","Previous IDs: PB001264.00.0;PBANKA_021210"
"PBANKA_0212200","PBANKA_0212200.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000080.03.0;PB000469.00.0;PB000606.03.0;PB001014.03.0;PB001225.02.0;PB301279.00.0;PBANKA_021220"
"PBANKA_0212300","PBANKA_0212300.1","actin-like protein, putative","Previous IDs: PB000066.03.0;PBANKA_021230"
"PBANKA_0212400","PBANKA_0212400.1","conserved protein, unknown function","Previous IDs: PB000067.03.0;PBANKA_021240"
"PBANKA_0212500","PBANKA_0212500.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000068.03.0;PBANKA_021250"
"PBANKA_0212600","PBANKA_0212600.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_021260"
"PBANKA_0212700","PBANKA_0212700.1","RING zinc finger protein, putative","Previous IDs: PB000587.00.0;PB000589.00.0;PBANKA_021270"
"PBANKA_0212800","PBANKA_0212800.1","alpha/beta hydrolase, putative","Previous IDs: PB000588.00.0;PB402103.00.0;PBANKA_021280"
"PBANKA_0212900","PBANKA_0212900.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000329.03.0;PBANKA_021290"
"PBANKA_0213000","PBANKA_0213000.1","RNA-binding protein, putative","Previous IDs: PB107422.00.0;PBANKA_021300"
"PBANKA_0213100","PBANKA_0213100.1","signal recognition particle subunit SRP9, putative","Previous IDs: PB001304.02.0;PBANKA_021310"
"PBANKA_0213200","PBANKA_0213200.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000175.01.0;PB001300.02.0;PB405756.00.0;PBANKA_021320"
"PBANKA_0213300","PBANKA_0213300.1","1-cys peroxiredoxin, putative","Previous IDs: PB000177.01.0;PBANKA_021330"
"PBANKA_0213400","PBANKA_0213400.1","60S ribosomal export protein NMD3, putative","Previous IDs: PB000176.01.0;PBANKA_021340"
"PBANKA_0213500","PBANKA_0213500.1","ribosome biogenesis protein BRX1, putative","Previous IDs: PB000178.01.0;PB000195.01.0;PB000412.00.0;PB000995.00.0;PB300800.00.0;PBANKA_021350"
"PBANKA_0213600","PBANKA_0213600.1","mRNA (N6-adenosine)-methyltransferase, putative","Previous IDs: PB000991.00.0;PBANKA_021360"
"PBANKA_0213700","PBANKA_0213700.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_021370"
"PBANKA_0213800","PBANKA_0213800.1","conserved protein, unknown function","Previous IDs: PB000990.00.0;PBANKA_021380"
"PBANKA_0213900","PBANKA_0213900.1","dynein light chain, putative","Previous IDs: PB000994.00.0;PBANKA_021390"
"PBANKA_0214000","PBANKA_0214000.1","dynein heavy chain, putative","Previous IDs: PB000989.00.0;PB300174.00.0;PB300339.00.0;PB300819.00.0;PBANKA_021400"
"PBANKA_0214100","PBANKA_0214100.1","conserved protein, unknown function","Previous IDs: PB000996.00.0;PB301440.00.0;PBANKA_021410"
"PBANKA_0214200","PBANKA_0214200.1","tRNA pseudouridine synthase D, putative","Previous IDs: PB000992.00.0;PB301050.00.0;PBANKA_021420"
"PBANKA_0214300","PBANKA_0214300.1","AP-4 complex subunit beta, putative","Previous IDs: PB000993.00.0;PB300437.00.0;PBANKA_021430"
"PBANKA_0214400","PBANKA_0214400.1","AP2 domain transcription factor AP2-L","Previous IDs: ApiAP2;PB000422.00.0;PB300088.00.0;PB300453.00.0;PBANKA_021440"
"PBANKA_0214500","PBANKA_0214500.1","IMP1-like protein, putative","Previous IDs: PB000628.03.0;PB300826.00.0;PBANKA_021450"
"PBANKA_0214521","PBANKA_0214521:tRNA","tRNA Valine","Previous IDs: berg02:tRNA:rfamscan:568726-568798"
"PBANKA_0214531","PBANKA_0214531:tRNA","tRNA Threonine","Previous IDs: berg02:tRNA:rfamscan:569318-569389"
"PBANKA_0214550","PBANKA_0214550.1","Plasmodium exported protein, unknown function, pseudogene","Previous IDs: PBANKA_021455"
"PBANKA_0214600","PBANKA_0214600.1","Plasmodium exported protein, unknown function","Previous IDs: PB001337.02.0;PBANKA_021460"
"PBANKA_0214700","PBANKA_0214700.1","Plasmodium exported protein, unknown function","Previous IDs: PB102452.00.0;PB401702.00.0;PBANKA_021470"
"PBANKA_0214800","PBANKA_0214800.1","heat shock protein, putative","Previous IDs: PB001449.02.0;PB300598.00.0;PBANKA_021480"
"PBANKA_0214900","PBANKA_0214900.1","fam-a protein","Previous IDs: PB102523.00.0;PB106608.00.0;PB402023.00.0;PB402029.00.0;PBANKA_021490"
"PBANKA_0214951","PBANKA_0214951.1","conserved rodent malaria protein, unknown function","null"
"PBANKA_0215700","PBANKA_0215700.1","PIR protein","Previous IDs: PB200055.00.0;PBANKA_021570"
"PBANKA_0215800","PBANKA_0215800.1","fam-b protein","Previous IDs: PB103567.00.0;PBANKA_021580"
"PBANKA_0215900","PBANKA_0215900.1","PIR protein, pseudogene","Previous IDs: PB200063.00.0;PBANKA_021590"
"PBANKA_0216000","PBANKA_0216000.1","PIR protein","Previous IDs: PB200063.00.2;PB402983.00.0;PB500021.00.0;PBANKA_021600"
"PBANKA_0216021","PBANKA_0216021.1","fam-b protein","Previous IDs: PB103811.00.0;PB401710.00.0;PBANKA_094370"
"PBANKA_0216041","PBANKA_0216041.1","tryptophan-rich protein, pseudogene","Previous IDs: PB403114.00.0;PBANKA_050025;PBANKA_090005"
"PBANKA_0216061","PBANKA_0216061.1","PIR protein","Previous IDs: PB200011.00.0;PBANKA_000600"
"PBANKA_0216081","PBANKA_0216081.1","PIR protein, pseudogene","Previous IDs: PBANKA_010005"
"PBANKA_0216701","PBANKA_0216701.1","fam-a protein","null"
"PBANKA_0216721","PBANKA_0216721.1","Plasmodium exported protein, unknown function","null"
"PBANKA_0216741","PBANKA_0216741.1","lysophospholipase, putative, pseudogene","null"
"PBANKA_0216761","PBANKA_0216761.1","reticulocyte binding protein, putative","null"
"PBANKA_0216781","PBANKA_0216781.1","fam-a protein","null"
"PBANKA_0216801","PBANKA_0216801.1","reticulocyte binding protein, putative","null"
"PBANKA_0300100","PBANKA_0300100.1","PIR protein","Previous IDs: PB200066.00.1;PBANKA_030010;PBANKA_072300"
"PBANKA_0300200","PBANKA_0300200.1","PIR protein","Previous IDs: PB200001.00.0;PBANKA_030020"
"PBANKA_0300300","PBANKA_0300300.1","PIR protein","Previous IDs: PB200092.00.0;PBANKA_030030"
"PBANKA_0300400","PBANKA_0300400.1","PIR protein, pseudogene","Previous IDs: PB404048.00.0;PBANKA_030040"
"PBANKA_0300500","PBANKA_0300500.1","PIR protein, pseudogene","Previous IDs: PB104945.00.0;PBANKA_030050"
"PBANKA_0300600","PBANKA_0300600.1","Plasmodium exported protein, unknown function","Previous IDs: PB100936.00.0;PB100937.00.0;PBANKA_030060"
"PBANKA_0300700","PBANKA_0300700.1","nucleic acid binding protein, putative","Previous IDs: PB000054.01.0;PB000060.01.0;PBANKA_030070"
"PBANKA_0300800","PBANKA_0300800.1","octaprenyl pyrophosphate synthase, putative","Previous IDs: PB000053.01.0;PBANKA_030080"
"PBANKA_0300900","PBANKA_0300900.1","conserved Plasmodium protein, unknown function","Previous IDs: PBANKA_030090"
"PBANKA_0301000","PBANKA_0301000.1","repetitive organellar protein, putative","Previous IDs: PB000112.03.0;PB000113.03.0;PB105138.00.0;PBANKA_030100"
"PBANKA_0301100","PBANKA_0301100.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000500.01.0;PB101444.00.0;PBANKA_030110"
"PBANKA_0301200","PBANKA_0301200.1","ERCC1 nucleotide excision repair protein, putative","Previous IDs: PB000987.00.0;PBANKA_030120"
"PBANKA_0301300","PBANKA_0301300.1","conserved Plasmodium protein, unknown function","Previous IDs: PB101735.00.0;PB403836.00.0;PBANKA_030130"
"PBANKA_0301351","PBANKA_0301351:tRNA","tRNA Glutamine","Previous IDs: berg03:tRNA:rfamscan:46038-46109"
"PBANKA_0301400","PBANKA_0301400.1","conserved Plasmodium protein, unknown function","Previous IDs: PB000988.00.0;PB301457.00.0;PBANKA_030140"
